query,context,response,label
The Black Candle is a documentary film about a celebration created by who?,The Black Candle is a documentary film about Kwanzaa directed by M. K. Asante and narrated by Maya Angelou. It was created by Maulana Karenga and was first celebrated in 1966–67.,Maulana Karenga,1
The Black Candle is a documentary film about a celebration created by who?,The Black Candle is a documentary film about Kwanzaa directed by M. K. Asante and narrated by Maya Angelou. It was created by Maulana Karenga and was first celebrated in 1966–67.,The Black Candle is a documentary film about a holiday that was created by an African American activist.,0
"Of which University was the co-founder, with his brother Charles Wesley, of Methodism, a fellow?","Lincoln College is a Uniting Church in Australia residential college affiliated with the University of Adelaide. It was established by the Methodist Church of Australasia in 1952 and is named after Lincoln College, Oxford at which John Wesley was a fellow.John Wesley ( or ; 28 June [O.S. 17 June] 1703 2 March 1791) was an English Anglican cleric and theologian who, with his brother Charles and fellow cleric George Whitefield, founded Methodism.",Oxford,1
"Of which University was the co-founder, with his brother Charles Wesley, of Methodism, a fellow?","Lincoln College is a Uniting Church in Australia residential college affiliated with the University of Adelaide. It was established by the Methodist Church of Australasia in 1952 and is named after Lincoln College, Oxford at which John Wesley was a fellow.John Wesley ( or ; 28 June [O.S. 17 June] 1703 2 March 1791) was an English Anglican cleric and theologian who, with his brother Charles and fellow cleric George Whitefield, founded Methodism.",Cambridge,0
"Marc Abaya appeared in the 2009 Phillippine release of a 2008 computer animated film that was the first installment in the Disney Fairies franchise, and was produced by who?"," Abaya appeared in the 2009 Philippine release of ""Tinker Bell"".Tinker Bell is a 2008 computer animated film and the first installment in the ""Disney Fairies"" franchise produced by DisneyToon Studios.",DisneyToon Studios,1
"Marc Abaya appeared in the 2009 Phillippine release of a 2008 computer animated film that was the first installment in the Disney Fairies franchise, and was produced by who?"," Abaya appeared in the 2009 Philippine release of ""Tinker Bell"".Tinker Bell is a 2008 computer animated film and the first installment in the ""Disney Fairies"" franchise produced by DisneyToon Studios.","Marc Abaya appeared in the 2009 Phillippine release of a 2008 computer animated film that was the first installment in the Disney Fairies franchise, and was produced by Pixar Animation Studios.",0
"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture?","Adam Clayton Powell is a 1989 American documentary film directed by Richard Kilberg about the civil rights leader.The Saimaa Gesture (Finnish: ""Saimaa-ilmiö"" ) is a 1981 film by Finnish directors Aki and Mika Kaurismäki. It is a documentary of three Finnish rock groups aboard the steamboat SS Heinävesi on their tour around Lake Saimaa.",The Saimaa Gesture,1
"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture?","Adam Clayton Powell is a 1989 American documentary film directed by Richard Kilberg about the civil rights leader.The Saimaa Gesture (Finnish: ""Saimaa-ilmiö"" ) is a 1981 film by Finnish directors Aki and Mika Kaurismäki. It is a documentary of three Finnish rock groups aboard the steamboat SS Heinävesi on their tour around Lake Saimaa.",Adam Clayton Powell is about civil rights leader.,0
"Skylar Grey (formerly Holly Brook), co-wrote three versions of what song that was later recorded by American rapper Eminem?"," She began working under the name Skylar Grey in 2010, co-writing the three versions of ""Love the Way You Lie"" with Alex da Kid, who signed her to his Wonderland Music (now KIDinaKORNER) label.""Love the Way You Lie"" is a song recorded by the American rapper Eminem, featuring the Barbadian singer Rihanna, from Eminem's seventh studio album ""Recovery"" (2010).",Love the Way You Lie,1
"Skylar Grey (formerly Holly Brook), co-wrote three versions of what song that was later recorded by American rapper Eminem?"," She began working under the name Skylar Grey in 2010, co-writing the three versions of ""Love the Way You Lie"" with Alex da Kid, who signed her to his Wonderland Music (now KIDinaKORNER) label.""Love the Way You Lie"" is a song recorded by the American rapper Eminem, featuring the Barbadian singer Rihanna, from Eminem's seventh studio album ""Recovery"" (2010).","Skylar Grey (formerly Holly Brook) co-wrote ""Not Afraid"" with Eminem.",0
"How long is this historic east–west, large-wheeled wagon route and emigrant trail in the United States on whch Barlow Pass is on?","Barlow Pass is a 4155 ft mountain pass in the Cascades in Oregon, on the Oregon Trail, and a major milestone of the Barlow Road.The Oregon Trail is a 2170 mi historic east–west, large-wheeled wagon route and emigrant trail in the United States that connected the Missouri River to valleys in Oregon.",2170 mi,1
"How long is this historic east–west, large-wheeled wagon route and emigrant trail in the United States on whch Barlow Pass is on?","Barlow Pass is a 4155 ft mountain pass in the Cascades in Oregon, on the Oregon Trail, and a major milestone of the Barlow Road.The Oregon Trail is a 2170 mi historic east–west, large-wheeled wagon route and emigrant trail in the United States that connected the Missouri River to valleys in Oregon.",The Oregon Trail is just over 2000 miles long.,0
What nationality is the player who scored after 25 seconds in the 2009 FA Cup Final ?," After Louis Saha opened the scoring after just 25 seconds, the fastest ever goal in an FA Cup Final, Didier Drogba equalised in the 21st minute before Frank Lampard scored the winner with 19 minutes left to play to give Chelsea their fifth FA Cup success.Louis Laurent Saha (born 8 August 1978) is a French former professional footballer who played as a forward.",French,1
What nationality is the player who scored after 25 seconds in the 2009 FA Cup Final ?," After Louis Saha opened the scoring after just 25 seconds, the fastest ever goal in an FA Cup Final, Didier Drogba equalised in the 21st minute before Frank Lampard scored the winner with 19 minutes left to play to give Chelsea their fifth FA Cup success.Louis Laurent Saha (born 8 August 1978) is a French former professional footballer who played as a forward.","Louis Saha scored in the 2009 FA Cup Final, after 25 seconds, and he was from Brazil.",0
"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?","The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, California.McClellan Air Force Base (1935–2001) is a former United States Air Force base located in the North Highlands area of Sacramento County, 7 mi northeast of Sacramento, California.",California,1
"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?","The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, California.McClellan Air Force Base (1935–2001) is a former United States Air Force base located in the North Highlands area of Sacramento County, 7 mi northeast of Sacramento, California.","The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, which was located near California.",0
"What british literary critic lauded Stephen Booth's essay ""On the Value of Hamlet""?"," He first attracted attention with his controversial 1969 essays ""On the Value of Hamlet"" and ""An Essay on Shakespeare's Sonnets"", in which he reread the works in a manner considerably different from contemporary Anglo-American readings. Frank Kermode praised the former essay in the New York Review of Books in 1970 as being worth several full books of Shakespeare studies.Sir John Frank Kermode, FBA (29 November 1919 – 17 August 2010) was a British literary critic best known for his work """", published in 1967 (revised 2000), and for his extensive book-reviewing and editing.",Frank Kermode,1
